entry,nu_e,nu_pdg,weightSplineTimesTuneTimesPPFX,weightSplineTimesPPFX,interaction
94,1.138569,-12,1.0497999,1.0497999,1
351,0.5372318,-12,0.83887523,0.73563355,0
689,1.945034,-12,10.302103,0.94956696,10
961,1.5588813,-12,2.2537984e-08,1.0251625,10
3881,0.62428856,-12,0.9685905,0.9083442,0
3947,1.4646667,-12,0.9848413,0.8505488,0
3949,1.1281848,-12,1.0142361,1.0142361,1
4199,2.7155855,-12,0.92900366,0.92900366,1
4988,0.4821564,-12,1.0652488,0.9067071,0
5732,2.0681503,-12,0.824965,0.824965,10
6106,1.6428206,-12,0.7633373,1.0057145,1
6724,2.0201826,-12,0.005811063,0.4880781,10
6853,1.26583,-12,0.7092578,0.65957385,0
7337,1.4779358,-12,0.99622947,0.99622947,2
8750,0.63434345,-12,1.0290338,0.9217905,0
9009,1.1991134,-12,0.940893,0.940893,1
9492,2.9954357,-12,0.9605852,0.9605852,1
10079,2.9431212,-12,0.5684972,0.4928201,0
10392,2.0433333,-12,0.15681978,1.0402884,10
11118,0.7627983,-12,0.0069630863,0.96786046,10
12178,0.84518605,-12,1.021502,1.021502,1
13031,1.4617096,-12,0.8505488,0.8505488,1
14243,1.117627,-12,1.0103984,0.86639816,0
17161,2.1721392,-12,1.0650996,1.0650996,10
17477,1.7380773,-12,0.99084496,0.84779704,0
18441,0.98452103,-12,0.9879403,0.874141,0
19982,0.52820057,-12,1.023876,1.023876,2
22015,0.6311879,-12,1.0400779,0.9568698,0
22151,1.4858074,-12,0.79833907,1.0377493,0
22582,0.6845063,-12,0.9799125,0.9799125,1
26248,1.2826419,-12,4.471133e-07,1.0919961,10
27930,1.1817043,-12,0.39873368,0.39873368,1
30663,2.4396126,-12,0.99814975,0.99814975,1
30810,0.3065049,-12,1.1814991,1.0119963,0
32916,0.69325596,-12,0.42698058,0.38576603,0
33396,2.1341238,-12,0.84190655,0.84190655,0
33529,1.5913696,-12,1.250242e-07,1.0274371,10
36963,1.2967589,-12,0.4442228,1.0362736,10
37427,2.9103212,-12,0.9496875,0.9496875,1
37608,0.6019931,-12,1.0801427,1.0801427,1
38827,1.0329585,-12,1.0490377,1.0490377,1
40087,1.5447512,-12,0.5443285,0.44858012,0
40309,1.5455068,-12,0.9519052,1.0281962,0
40700,0.70592266,-12,0.0009875447,1.0405072,10
41540,0.8378298,-12,0.32081154,0.48166582,10
43579,1.8857846,-12,0.92551154,0.87693506,0
44785,2.1137242,-12,0.97774667,0.97774667,1
45165,1.5110478,-12,0.94833016,0.94833016,1
45480,2.0400922,-12,0.9505826,0.8415012,0
45876,2.325127,-12,0.7926887,0.7926887,1
